Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Ecuador,Region of the Americas of WHO,Tropical South America,2016,32,2016-08-08,2016-08-14,,47,,1,,,,1,,,,0,1,41,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,33,2016-08-15,2016-08-21,,53,,1,,,,1,,,,0,1,48,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,34,2016-08-22,2016-08-28,,33,,1,,,,1,,,,0,1,31,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,35,2016-08-29,2016-09-04,,30,,3,,,,3,,,,0,3,24,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,36,2016-09-05,2016-09-11,,47,,,,,,0,,,,0,0,44,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,37,2016-09-12,2016-09-18,,49,,,,,,0,,,,0,0,44,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,38,2016-09-19,2016-09-25,,54,,,,,,0,,,1,1,1,52,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,39,2016-09-26,2016-10-02,,53,,,,,,0,,,1,1,1,51,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,40,2016-10-03,2016-10-09,,57,,,,,,0,,,,0,0,55,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,41,2016-10-10,2016-10-16,,50,,,1,,,1,,,2,2,3,39,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,42,2016-10-17,2016-10-23,,41,,,,,,0,,,,0,0,34,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,43,2016-10-24,2016-10-30,,50,,,,,,0,,,,0,0,41,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,44,2016-10-31,2016-11-06,,44,,,,,,0,,,,0,0,39,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,45,2016-11-07,2016-11-13,,61,,,,,,0,,,,0,0,53,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,46,2016-11-14,2016-11-20,,56,,,2,,,2,,,,0,2,46,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,47,2016-11-21,2016-11-27,,60,,,,,,0,,,,0,0,51,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,48,2016-11-28,2016-12-04,,61,,,,,,0,,,,0,0,55,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,49,2016-12-05,2016-12-11,,59,,,,,,0,,,3,3,3,53,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,50,2016-12-12,2016-12-18,,78,,,1,,,1,,,1,1,2,73,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,51,2016-12-19,2016-12-25,,115,,,5,,,5,,,1,1,6,103,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2016,52,2016-12-26,2017-01-01,,111,,,6,,,6,,,3,3,9,92,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,1,2017-01-02,2017-01-08,,115,,,5,,,5,,,4,4,9,92,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,2,2017-01-09,2017-01-15,,109,,,16,,,16,,,2,2,18,67,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,3,2017-01-16,2017-01-22,,144,,1,18,,,19,,,6,6,25,102,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,4,2017-01-23,2017-01-29,,145,,,20,,,20,,,4,4,24,104,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,5,2017-01-30,2017-02-05,,149,,,32,,,32,,,5,5,37,99,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,6,2017-02-06,2017-02-12,,204,,,29,,,29,,,6,6,35,147,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,7,2017-02-13,2017-02-19,,174,,1,21,,,22,,,4,4,26,134,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,8,2017-02-20,2017-02-26,,146,,,20,,,20,,,4,4,24,102,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,9,2017-02-27,2017-03-05,,130,,1,12,,,13,,,2,2,15,97,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,10,2017-03-06,2017-03-12,,138,,,7,,,7,,,4,4,11,109,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,11,2017-03-13,2017-03-19,,130,,,13,,,13,,,5,5,18,100,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,12,2017-03-20,2017-03-26,,107,,,4,,,4,,,4,4,8,86,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,13,2017-03-27,2017-04-02,,107,,,3,,,3,,,6,6,9,90,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,14,2017-04-03,2017-04-09,,111,,,4,,,4,,,8,8,12,91,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,15,2017-04-10,2017-04-16,,97,,,3,,,3,,,11,11,14,77,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,16,2017-04-17,2017-04-23,,102,,,4,,,4,,,7,7,11,81,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,17,2017-04-24,2017-04-30,,56,,,3,,,3,,,6,6,9,41,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2017,18,2017-05-01,2017-05-07,,15,,,,,,0,,,3,3,3,10,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,1,2016-01-04,2016-01-10,460,460,0,222,1,0,0,223,0,0,1,1,224,,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,2,2016-01-11,2016-01-17,496,496,0,193,3,0,0,196,0,0,4,4,200,,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,3,2016-01-18,2016-01-24,460,460,0,157,5,0,0,162,0,0,2,2,164,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,4,2016-01-25,2016-01-31,374,374,0,104,2,0,0,106,0,0,4,4,110,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,5,2016-02-01,2016-02-07,348,348,0,59,0,0,0,59,0,0,4,4,63,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,6,2016-02-08,2016-02-14,205,205,0,25,0,0,6,31,0,0,5,5,36,,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,7,2016-02-15,2016-02-21,289,289,0,24,1,0,0,25,0,0,7,7,32,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,8,2016-02-22,2016-02-28,221,221,0,14,0,0,0,14,0,0,7,7,21,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,9,2016-02-29,2016-03-06,199,199,0,5,0,0,1,6,0,0,10,10,16,,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,10,2016-03-07,2016-03-13,220,220,0,9,0,3,3,15,0,1,16,17,32,,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,11,2016-03-14,2016-03-20,194,194,0,2,1,0,0,3,0,0,17,17,20,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,12,2016-03-21,2016-03-27,198,198,0,3,3,1,0,7,0,0,28,28,35,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,13,2016-03-28,2016-04-03,182,182,0,0,0,0,0,0,0,0,28,28,28,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,14,2016-04-04,2016-04-10,189,189,0,2,0,0,0,2,0,0,38,38,40,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,15,2016-04-11,2016-04-17,224,224,0,1,3,0,0,4,0,0,52,52,56,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,16,2016-04-18,2016-04-24,207,207,0,1,3,0,0,4,0,0,53,53,57,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,17,2016-04-25,2016-05-01,174,174,0,3,3,0,0,6,0,0,49,49,55,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,18,2016-05-02,2016-05-08,126,126,0,1,2,0,0,3,0,0,23,23,26,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,19,2016-05-09,2016-05-15,143,143,0,1,1,1,0,3,0,0,21,21,24,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,20,2016-05-16,2016-05-22,139,139,0,0,1,1,0,2,0,0,18,18,20,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,21,2016-05-23,2016-05-29,141,141,0,0,3,0,0,3,0,0,19,19,22,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,22,2016-05-30,2016-06-05,143,143,0,0,0,0,0,0,0,0,26,26,26,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,23,2016-06-06,2016-06-12,86,86,0,0,0,1,0,1,0,0,7,7,8,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,24,2016-06-13,2016-06-19,108,108,0,0,1,0,0,1,0,0,10,10,11,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,25,2016-06-20,2016-06-26,97,97,0,0,1,1,0,2,0,0,4,4,6,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,26,2016-06-27,2016-07-03,88,88,0,0,1,0,0,1,0,0,2,2,3,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,27,2016-07-04,2016-07-10,39,39,0,0,0,0,0,0,0,0,1,1,1,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,28,2016-07-11,2016-07-17,86,86,0,0,2,0,0,2,0,0,4,4,6,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,29,2016-07-18,2016-07-24,77,77,0,0,3,0,0,3,0,0,2,2,5,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,30,2016-07-25,2016-07-31,103,103,0,0,3,0,0,3,0,0,0,0,3,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,31,2016-08-01,2016-08-07,100,100,0,0,1,1,0,2,0,0,2,2,4,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,32,2016-08-08,2016-08-14,91,91,0,0,3,0,0,3,0,0,2,2,5,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,33,2016-08-15,2016-08-21,87,87,0,0,12,0,0,12,0,0,0,0,12,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,34,2016-08-22,2016-08-28,98,98,0,0,8,0,0,8,0,0,0,0,8,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,35,2016-08-29,2016-09-04,82,82,0,0,10,0,0,10,0,0,0,0,10,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,36,2016-09-05,2016-09-11,72,72,0,0,11,0,0,11,0,0,2,2,13,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,37,2016-09-12,2016-09-18,35,35,0,0,1,0,0,1,0,0,0,0,1,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,38,2016-09-19,2016-09-25,82,82,0,1,7,0,0,8,0,0,0,0,8,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,39,2016-09-26,2016-10-02,94,94,0,0,15,0,0,15,0,0,3,3,18,2,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,40,2016-10-03,2016-10-09,59,59,0,0,7,0,3,10,0,0,1,1,11,3,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,41,2016-10-10,2016-10-16,93,93,0,0,8,0,5,13,0,0,3,3,16,1,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,42,2016-10-17,2016-10-23,74,74,,1,14,0,3,18,0,0,0,0,18,56,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,43,2016-10-24,2016-10-30,113,113,,0,13,0,5,18,0,0,0,0,18,95,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,44,2016-10-31,2016-11-06,102,102,,1,0,0,0,1,0,0,0,0,1,84,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,45,2016-11-07,2016-11-13,95,95,,1,23,0,0,24,0,0,0,0,24,70,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,46,2016-11-14,2016-11-20,174,174,,3,33,0,0,36,,,,0,36,127,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,47,2016-11-21,2016-11-27,151,151,,1,38,0,0,39,0,0,1,1,40,102,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,48,2016-11-28,2016-12-04,165,165,,0,62,0,0,62,0,0,0,0,62,103,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,49,2016-12-05,2016-12-11,155,155,,0,43,0,0,43,,,,0,43,108,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,50,2016-12-12,2016-12-18,155,155,,0,31,0,0,31,0,0,0,0,31,124,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,51,2016-12-19,2016-12-25,225,225,,0,37,0,0,37,0,0,0,0,37,188,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2016,52,2016-12-26,2017-01-01,186,186,,0,25,0,0,25,,,,0,25,160,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,1,2017-01-02,2017-01-08,173,173,,0,15,0,0,15,,,,0,15,147,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,2,2017-01-09,2017-01-15,168,168,,1,6,0,4,11,1,2,,3,14,151,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,3,2017-01-16,2017-01-22,135,135,,0,6,0,0,6,,4,,4,10,116,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,4,2017-01-23,2017-01-29,189,189,,0,4,0,0,4,,,,0,4,173,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,5,2017-01-30,2017-02-05,125,125,,0,1,0,0,1,,,,0,1,117,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,6,2017-02-06,2017-02-12,156,156,,0,0,0,0,0,1,,,1,1,145,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,7,2017-02-13,2017-02-19,214,214,,0,1,2,0,3,,,,0,3,184,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,8,2017-02-20,2017-02-26,180,160,,0,2,0,0,2,,,,0,2,167,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,9,2017-02-27,2017-03-05,231,231,,0,0,0,0,0,,,,0,0,222,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,10,2017-03-06,2017-03-12,253,253,,0,0,0,0,0,,,,0,0,238,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,11,2017-03-13,2017-03-19,238,238,,0,0,0,0,0,,,,0,0,228,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,12,2017-03-20,2017-03-26,191,191,,0,0,0,0,0,,,,0,0,171,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,13,2017-03-27,2017-04-02,226,226,,0,0,0,0,0,,,,0,0,209,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,14,2017-04-03,2017-04-09,185,185,,0,0,0,0,0,,,,0,0,162,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,15,2017-04-10,2017-04-16,204,204,,0,0,0,0,0,,,,0,0,178,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,16,2017-04-17,2017-04-23,0,0,,,,,,0,,,,0,0,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,17,2017-04-24,2017-04-30,4,4,,,,,,0,,,,0,0,4,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,18,2017-05-01,2017-05-07,0,0,,,,,,0,,,,0,0,,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,19,2017-05-08,2017-05-14,5,5,,,,,,0,,,,0,0,5,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,20,2017-05-15,2017-05-21,0,0,,,,,,0,,,,0,0,0,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,21,2017-05-22,2017-05-28,2,2,,,,,,0,,,,0,0,2,Sporadic
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2017,22,2017-05-29,2017-06-04,0,0,,,,,,0,,,,0,0,0,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,1,2016-01-04,2016-01-10,,42,0,1,0,,0,1,0,0,0,0,1,36,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,2,2016-01-11,2016-01-17,,39,0,0,0,,0,0,0,0,0,0,0,31,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,3,2016-01-18,2016-01-24,,24,0,0,0,,0,0,0,0,0,0,0,21,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,4,2016-01-25,2016-01-31,,31,0,0,0,,0,0,0,0,0,0,0,28,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,5,2016-02-01,2016-02-07,,42,0,2,0,,0,2,0,0,0,0,2,35,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,6,2016-02-08,2016-02-14,,38,0,0,0,,0,0,0,0,0,0,0,35,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,7,2016-02-15,2016-02-21,,40,0,0,0,,0,0,0,0,0,0,0,40,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,8,2016-02-22,2016-02-28,,42,0,0,0,,0,0,0,0,0,0,0,41,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,9,2016-02-29,2016-03-06,,39,0,1,0,,0,1,0,0,0,0,1,36,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,10,2016-03-07,2016-03-13,,43,0,3,0,,0,3,0,0,0,0,3,39,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,11,2016-03-14,2016-03-20,,50,0,2,0,,0,2,0,0,0,0,2,48,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,12,2016-03-21,2016-03-27,,23,0,0,0,,0,0,0,0,0,0,0,23,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,13,2016-03-28,2016-04-03,,52,0,4,0,,0,4,0,0,0,0,4,48,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,14,2016-04-04,2016-04-10,,44,0,2,0,,0,2,0,0,0,0,2,42,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,15,2016-04-11,2016-04-17,,63,0,10,0,,0,10,0,0,0,0,10,53,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,16,2016-04-18,2016-04-24,,74,0,13,0,,0,13,0,0,0,0,13,61,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,17,2016-04-25,2016-05-01,,93,0,21,0,,0,21,0,0,0,0,21,68,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,18,2016-05-02,2016-05-08,,93,0,19,0,,0,19,0,0,0,0,19,73,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,19,2016-05-09,2016-05-15,,104,0,13,0,,0,13,0,0,0,0,13,89,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,20,2016-05-16,2016-05-22,,99,0,19,0,,0,19,0,0,0,0,19,79,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,21,2016-05-23,2016-05-29,,80,0,19,0,,0,19,0,0,0,0,19,60,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,22,2016-05-30,2016-06-05,,116,0,19,0,,0,19,0,0,0,0,19,94,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,23,2016-06-06,2016-06-12,,109,0,16,0,,0,16,0,0,0,0,16,89,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,24,2016-06-13,2016-06-19,,96,0,21,0,,3,24,0,0,0,0,24,72,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,25,2016-06-20,2016-06-26,,104,0,12,0,,8,20,0,0,0,0,20,84,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,26,2016-06-27,2016-07-03,,65,0,0,0,,3,3,0,0,0,0,3,59,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,27,2016-07-04,2016-07-10,,73,0,5,0,,1,6,0,0,0,0,6,65,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,28,2016-07-11,2016-07-17,,66,0,1,0,,0,1,0,0,0,0,1,63,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,29,2016-07-18,2016-07-24,,57,0,2,0,,0,2,1,0,0,1,3,53,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,30,2016-07-25,2016-07-31,,59,0,0,0,,0,0,0,0,0,0,0,59,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,31,2016-08-01,2016-08-07,,35,0,0,0,,0,0,0,0,0,0,0,35,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,32,2016-08-08,2016-08-14,,62,0,0,0,,0,0,0,0,0,0,0,62,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,33,2016-08-15,2016-08-21,,59,0,0,0,,0,0,0,0,0,0,0,58,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,34,2016-08-22,2016-08-28,,57,0,0,0,,0,0,1,0,0,1,1,56,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,35,2016-08-29,2016-09-04,,54,0,0,0,,0,0,0,0,0,0,0,51,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,36,2016-09-05,2016-09-11,,50,0,0,0,,0,0,0,0,0,0,0,47,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,37,2016-09-12,2016-09-18,,51,0,0,0,,0,0,0,2,0,2,2,47,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,38,2016-09-19,2016-09-25,,62,0,0,0,,0,0,0,0,0,0,0,56,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,39,2016-09-26,2016-10-02,,84,0,0,0,,0,0,0,0,0,0,0,77,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,40,2016-10-03,2016-10-09,,57,0,0,0,,0,0,1,1,0,2,2,52,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,41,2016-10-10,2016-10-16,,52,0,0,0,,0,0,0,0,0,0,0,45,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,42,2016-10-17,2016-10-23,,78,0,0,0,,0,0,1,1,0,2,2,68,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,43,2016-10-24,2016-10-30,,68,0,0,0,,0,0,0,0,4,4,4,51,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,44,2016-10-31,2016-11-06,,51,0,0,0,,0,0,0,2,1,3,3,38,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,45,2016-11-07,2016-11-13,,46,0,0,0,,0,0,1,0,0,1,1,37,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,46,2016-11-14,2016-11-20,,51,0,0,0,,0,0,0,0,1,1,1,44,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,47,2016-11-21,2016-11-27,,41,0,0,0,,0,0,1,0,0,1,1,35,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,48,2016-11-28,2016-12-04,,38,0,0,0,,0,0,2,0,1,3,3,31,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,49,2016-12-05,2016-12-11,,41,0,0,0,,0,0,0,0,0,0,0,39,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,50,2016-12-12,2016-12-18,,36,0,0,0,,0,0,0,0,0,0,0,31,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,51,2016-12-19,2016-12-25,,21,0,0,0,,0,0,0,0,0,0,0,20,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2016,52,2016-12-26,2017-01-01,,4,0,0,0,,0,0,0,0,0,0,0,4,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,1,2017-01-02,2017-01-08,,29,0,0,0,,0,0,0,0,0,0,0,27,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,2,2017-01-09,2017-01-15,,45,0,0,1,,0,1,0,0,0,0,1,40,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,3,2017-01-16,2017-01-22,,40,0,0,0,,0,0,1,0,0,1,1,35,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,4,2017-01-23,2017-01-29,,32,0,0,0,,0,0,0,0,0,0,0,31,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,5,2017-01-30,2017-02-05,,37,0,0,0,,0,0,0,1,0,1,1,35,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,6,2017-02-06,2017-02-12,,33,0,0,0,,0,0,0,0,0,0,0,32,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,7,2017-02-13,2017-02-19,,38,0,0,0,,0,0,0,0,0,0,0,38,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,8,2017-02-20,2017-02-26,,34,0,0,0,,0,0,0,0,0,0,0,33,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,9,2017-02-27,2017-03-05,,34,0,0,1,,0,1,0,0,0,0,1,32,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,10,2017-03-06,2017-03-12,,35,0,0,0,,0,0,0,0,0,0,0,32,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,11,2017-03-13,2017-03-19,,45,0,0,0,,0,0,0,0,0,0,0,43,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,12,2017-03-20,2017-03-26,,46,0,0,0,,0,0,0,0,0,0,0,45,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,13,2017-03-27,2017-04-02,,42,0,0,0,,1,1,0,0,1,1,2,39,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,14,2017-04-03,2017-04-09,,30,0,0,0,,0,0,0,0,0,0,0,30,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2017,15,2017-04-10,2017-04-16,,7,0,0,0,,0,0,0,0,0,0,0,7,No Report
Estonia,European Region of WHO,Northern Europe,2016,1,2016-01-04,2016-01-10,,63,0,3,0,,4,7,0,1,0,1,8,,No Report
Estonia,European Region of WHO,Northern Europe,2016,2,2016-01-11,2016-01-17,,94,0,4,0,,1,5,0,2,0,2,7,,No Report
