NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider Last Name (Legal Name),Provider First Name,Provider Middle Name,City,State
1023570942,1,,CAIRES,JOCELYN,,SALT LAKE CITY,UT
1932661857,1,,AZIMZADEH,JULIEN,,PALO ALTO,CA
1841752763,1,,LYLE,JOY,ANNE,MUSKEGON,MI
1750843678,1,,DUNN,KRISTEN,L,POOLER,GA
1669934584,1,,RAJPOOT,SUDEEP,,PITTSBURGH,PA
1194924498,2,MARTIN R ZAPATA DO INC,,,,NORWALK,CA
1972065993,1,,ROLDAN DE LUNA,MARIO,ALBERTO,NEWPORT,OR
1326348814,2,DCM ANESTHESIA A PROFESSIONAL,,,,HUNTINGTON BEACH,CA
1932619939,1,,STRIMEL,KAYLA,N,MORGANTOWN,WV
1477949816,1,,GRAY,BREIGHANNA,,BALTIMORE,MD
1164982336,1,,GRAY,ERIN,M,AKRON,OH
1366424558,1,,KAUTZMAN,JESSIE,LYN,ANACONDA,MT
1053671644,2,TOWN OF ENFIELD,,,,ESSEX,VT
1194854273,2,"UNIVERSITY PRIMARY CARE PRACTICES, INC.",,,,BELFAST,ME
1700854304,1,,LINANE,MARK,ANTHONY,ALLEN,TX
1295145449,1,,DEGNER,ABIGAIL,,MIDDLETON,WI
1720093784,2,WALGREEN CO,,,,DANVILLE,IL
1578025490,2,ELITE LIFE COUNSELING,,,,JACKSONVILLE BEACH,FL
1487116307,1,,WITTKOPF,ERIC,,SAINT PAUL,MN
1295297117,1,,SLAUER,RYAN,,DURHAM,NC
1598124398,2,"WELLMONT MEDICAL ASSOCIATES, INC.",,,,KINGSPORT,TN
1699907824,1,,BRADY,AUSTIN,J,WESTMONT,IL
1073074399,1,,AJAO,MOPELOLA,,CINCINNATI,OH
1558885962,1,,KRISTOF,OLIVIA,,HILLSBORO,OR
1033172762,1,,STORM,JEAN,M,WHITE SULPHUR SPRINGS,WV
1316382849,1,,HERMIZ,DAVID,JOSEPH,LOS ANGELES,CA
1396200903,2,HOSS ESC DENTAL GROUP APC,,,,SAN DIEGO,CA
1225069123,1,,JENKIN,FREDERICK,DAVID,LOS ANGELES,CA
1104388024,1,,AVASARALA,AMITHA,MADHURI,PITTSBURGH,PA
1922560846,1,,PREBLE,JANINE,MARIE,LIVONIA,MI
1831651751,1,,BELCHER,STEVEN,JARED,ABILENE,TX
1740742667,1,,HYATT,JONATHAN,,ST GEORGE,UT
1659833572,1,,HERRERA,CLAUDIA,,ANAHEIM,CA
1568924488,1,,PRINZBACH,ARIANA,ASIA,BALTIMORE,MD
1477015394,1,,KIM,SHARON,JOO-YE,CHANTILLY,VA
1467693259,1,,TIERNEY,ANGELA,KAY,WIMBERLEY,TX
1386106201,1,,CLARK,NICHOLAS,WILLIAM,DURHAM,NC
1194287011,1,,BRAR,BRANDEN,,BOSTON,MA
1003378928,1,,REID,AIDAN,JAMES,MILWAUKEE,WI
1912469834,1,,PATEL,PRIYANKA,,CHICAGO,IL
1821550740,2,FAITH O ZANTJER LLC,,,,MASON,MI
1730641655,1,,GRUNVALD,MARY,HANDY,COLCHESTER,VT
1649732561,1,,READER,BEN,,BARTOW,FL
1558823476,1,,ROBINSON,RUBY,,CONVERSE,TX
1467914382,1,,BOARO,ALESSANDRO,,BROOKLINE,MA
1124155999,2,"UNIVERSITY PRIMARY CARE PRACTICES, INC.",,,,BELFAST,ME
1376005298,1,,SCHROUDER,KARYSSA,CHELSEA,PARK RIDGE,IL
1093752313,1,,EATON,MARC,W.,WAYCROSS,GA
1093714099,1,,CLINE,LYNETTE,J,MORGANTOWN,WV
1528447521,1,,HUNTER,MICHAEL,BENJAMIM,HOUSTON,TX
1265878680,1,,SHAFFER,KRISTINA,,CLEVELAND,OH
1619448495,1,,ACKERMAN,BARBARA,GAIL,WALTON,KY
1972825719,1,,GALOWITZ,STACEY,,TARRYTOWN,NY
1659575447,1,,NUSS,GEOFFREY,ROBERT,ARLINGTON,TX
1225027485,1,,COLANGELO,DAPHNE,A,BATAVIA,IL
1487940433,1,,WILKINSON,JENNA,LEROY,SAINT PAUL,MN
1770942575,2,"WELLMONT MEDICAL ASSOCIATES, INC.",,,,KINGSPORT,TN
1790247716,2,BRAVE SOUL COUNSELING PLLC,,,,MASON,MI
1881743177,1,,GUNN,MARCY,J,DAYTON,OH
1104201839,2,"UNIVERSITY PRIMARY CARE PRACTICES, INC.",,,,BELFAST,ME
1427130160,1,,GOSCHE,JOHN,R,CHESTERLAND,OH
1245508159,1,,ADSUMILLI,JYOTHI,,EMERYVILLE,CA
1942630850,1,,GIFTS,RACQUEL,,LITTLETON,CO
1487933453,1,,TARR,AMY,,PHILADELPHIA,PA
1598938433,1,,GLASER,AYLON,Y,TARRYTOWN,NY
1497239693,1,,ALTA,ENRILEN,,CLEARWATER,FL
1467641647,1,,COARASA,KRISTIE,L,LAS VEGAS,NV
1528376159,1,,LOUPE,CHRISTINE,L.,REDLANDS,CA
1568543510,2,ARNOT OGDEN MEDICAL CENTER,,,,ELMIRA,NY
1922010735,1,,ROJAS,CESAR,ALBERTO,HARRIS,NY
1285196105,1,,PAI,JONATHAN,,LOS ANGELES,CA
1093277915,1,,STOLL,LEIGH,,STOCKBRIDGE,MI
1902368822,1,,CIBULAS,MEGAN,A,BLOOMFIELD HILLS,MI
1811459738,1,,NEILL,GARRETT,,NEWPORT BEACH,CA
1720540644,1,,AHMED,BILAWAL,,SEARCY,AR
1639631559,1,,SMITH,COURTNEY,ANN,DIAMOND SPRINGS,CA
1548722465,1,,HOFF,CHRISTOPHER,,NORTH HOLLYWOOD,CA
1457813370,2,"QUALITY HOMECARE, LLC",,,,VIENNA,VA
1366904286,1,,HOUCK,ANDREW,,TYGH VALLEY,OR
1275095192,1,,PICKERING,SUSAN,IRENE,STATEN ISLAND,NY
1184186009,1,,ALAM,MUHAMMAD,UMAR,JACKSONVILLE,FL
1992267819,1,,PATTON,LORISSA,CHRISTINE,CARMICHAEL,CA
1801358726,2,XIXI WONG MD PLLC,,,,BRIDGEVILLE,PA
1710449632,2,TITUSVILLE AREA HOSPITAL,,,,MEADVILLE,PA
1699214817,1,,TRENTHAM,LAURA,KRISTENE,KNOXVILLE,TN
1629530548,1,,TENNANT,ELIZABETH,MARIE,SACRAMENTO,CA
1538621453,1,,BEVERIDGE,ROBERT,O,ALBANY,GA
1447712369,1,,DRAPER,ERYN,,DRAPER,UT
1356803274,1,,REGO,SUSAN,MARIE,WORCESTER,MA
1629181029,2,WALGREEN CO,,,,DANVILLE,IL
1982081485,2,DEREK S WEAVER DO PLLC,,,,SUNNYSIDE,WA
1104055185,1,,GOLLAPALLI,VINOD,,GREEN VALLEY,AZ
1710921358,1,,CABLE,CLINTON,LEE,GLENSHAW,PA
1912993080,1,,PACE,CHRISTOPHER,M,ARLINGTON,TX
1356634950,1,,PANGULUR,PRATHIMA,,ROCHESTER,NY
1265994180,1,,MORGAN,LINDSEY,N,INDIANAPOLIS,IN
1174085096,1,,ROY,SOUMYAJIT,,BETHESDA,MD
1083176903,1,,TUAZON,JENNIFER,Q,WOODLAND,CA
1891257713,2,BARRETT THERAPY AND WELLNESS PLLC,,,,BENTON,KY
1952694770,1,,DOIG,MITCHELL,ANDREW,PORTLAND,OR
1366904302,1,,SLONE,BRITTANY,JEAN,MIDDLESBORO,KY
1073679916,1,,HEKIERT,ADRIANNA,MARIA,TARRYTOWN,NY
1992250500,1,,JOHNSON,ROSE-ASHLEIGH,,SHREVEPORT,LA
1174889109,1,,STAHR,SUSANNAH,JANE FORTE,NEW LONDON,CT
1932265105,2,ST CROIX COUNTY,,,,NEW RICHMOND,WI
1407021512,1,,DEROCHE,TOM,C,HAPPY VALLEY,OR
1932196060,2,"ADVANCED DERMATOLOGY ASSOCIATES, LTD.",,,,ALLENTOWN,PA
1114979168,1,,KARIM,M,ASAD,MCKINNEY,TX
1326290305,1,,JOHNSTON-GRYSHO,MARGARET,ELIZABETH,TACOMA,WA
1003274994,2,"WELLMONT MEDICAL ASSOCIATES, INC.",,,,KINGSPORT,TN
1578849519,1,,SHANKAR,UDAY,,AVENTURA,FL
1548253495,1,,LOGVIN,JOYCE,ANN,SCOTTSDALE,AZ
1689806705,1,,VERMA,VAIBHAV,,MORGANTOWN,WV
1265899710,1,,ANKENY,MAGGIE,,EUGENE,OR
1447675921,1,,GROVES,SAMANTHA,ASPEN,ALBUQUERQUE,NM
1700348620,1,,KRUSE,MICHELLE,,HACKENSACK,NJ
1619439536,1,,MITCHELL,STEPHEN,THOMAS,GREENSBORO,NC
1528520442,1,,BERNDT,JENNA,,MAYWOOD,IL
1437611357,1,,ALEXANDER,SARAH,WENTON,SAN FRANCISCO,CA
1255893178,2,"PURE POTENTIAL THERAPEUTIC SERVICES, LLC",,,,DENVER,CO
1164984084,1,,SCHNITZLER,THEODORE,M,WILMINGTON,DE
1689032575,2,"WELLMONT MEDICAL ASSOCIATES, INC.",,,,KINGSPORT,TN
1083879167,1,,NICKLES,CARRIE,A,FAYETTEVILLE,AR
1023502564,1,,MYERS,STACEY,DAWN,NEWARK,DE
1306329818,1,,WARD,KAYLA,,LA FOLLETTE,TN
1750875738,2,"COMPASSIONATE HEARTS HOME HEALTH, INC.",,,,SAN DIMAS,CA
1659465433,1,,BROWN,MARGARET,A,SCOTTSDALE,AZ
1073075990,1,,SMITH,COLLIN,NATHANIEL,MIAMI,FL
1982166807,1,,WANG,ANNE,,LOS ANGELES,CA
1790247617,1,,DUHON,JACE,DANIEL,LITTLE ROCK,AR
1609338524,1,,XIONG,FONG,TOYED,WESTBROOK,ME
1518429430,1,,LONG,JESSICA,,LONGVIEW,TX
1427510346,1,,MINICH,CORBYN,,PITTSBURGH,PA
1336601251,1,,OHAERI,HELEN,NGOZI,BUFFALO,NY
1245792167,1,,DEJAGER,ADRIENNE,LOWDEN,PROVO,UT
1154883072,1,,AHERN,PATRICK,,CORONADO,CA
1063974988,2,"HOSPITAL ESPANOL AUXILIO MUTUO DE PUERTO RICO, INC.",,,,SAN JUAN,PR
1972065894,1,,BAMSHAD,DAVID,RUBEN,VALHALLA,NY
1881156701,1,,APPEL,LEILA,MAE,MEMPHIS,TN
1699237511,2,ATHEN DAMILY DENTAL,,,,KNOXVILLE,TN
1508328428,1,,VANDYKE,RENEE,,YOUNGSTOWN,OH
1417419334,1,,DURAN,GERMAN,,EL CENTRO,CA
1326500240,1,,ARMIJO,JOSHUA,,CALIMESA,CA
1235691155,1,,WOODS,CASSIE,,MESA,AZ
1144782061,1,,GONZALEZ,PRISCILLA,LEE,PALMHURST,TX
1053873976,2,TITUSVILLE AREA HOSPITAL,,,,MEADVILLE,PA
1962964882,1,,WILHELMI,ALEC,,AUSTIN,TX
1871055798,1,,HIZON,STEVEN,,PALM SPRINGS,CA
1780146605,1,,MIRANDA,ADRIANA,,FRESNO,CA
1598227415,1,,LULLO,DOMINIC,,PALATINE,IL
1407318322,1,,GALEANA,JEANINE,,SPRING VALLEY,CA
1316409238,1,,BOOKER,LEONARD,,RUSTON,LA
1225590144,1,,POTTER,AMY,,FRESNO,CA
1023562279,2,"STAY HOME I WILL, LLC",,,,TOLEDO,OH
1043619612,1,,GOWANS,VERONA,,STUART,FL
1083844328,1,,KOGANTI KAZA,RANI,SAMYUKTHA,AURORA,CO
1043206436,1,,THURMAN,SCOTT,A,ARLINGTON,TX
1609209063,1,,CORRIEA,KIMBERLEY,,PLANTATION,FL
1528446713,1,,SHIH,JONATHAN,,FRANKLIN,WI
1245473669,1,,HOCHFELDER,JILLIAN,LEIGH,WEST HARRISON,NY
1043234693,1,,MOGUL,HARRIETTE,ROSEN,VALHALLA,NY
1336380161,2,PROVIDENCE HEALTH & SERVICES MT,,,,LIBERTY LAKE,WA
1720194194,1,,WARDEN,BRADFORD,E,MORGANTOWN,WV
1831168749,2,DVA RENAL HEALTHCARE INC,,,,BRENTWOOD,TN
1447618335,2,"WELLMONT MEDICAL ASSOCIATES, INC.",,,,KINGSPORT,TN
1134681059,1,,KELLEY,TIMOTHY,,ROME,GA
1043772965,1,,LINDT,ALLISON,,YORK,PA
1952863870,1,,WALTHALL,STERLING,FANON,HARTSDALE,NY
1861954786,1,,HICKS,STEPHEN,,ORLAND PARK,IL
1770045692,1,,KAYALI,LILA,,LOCKPORT,IL
1689136509,1,,MIZRACHI,SARAH,MIRIAM,NEW ROCHELLE,NY
1497217319,1,,WEIRICH,MICHELLE,CHAVANNE,MECHANICSBURG,PA
1306308226,1,,ZEHRUNG,ANJELICA,,FARMINGTON HILLS,MI
1124580048,1,,MLADENOVIC,DIJANA,,ORLANDO,FL
1033671953,1,,ANDRASIK,WYATT,,CLEVELAND,OH
1942762869,1,,GEORGE,CASSANDRA,R,PORT SAINT LUCIE,FL
1851853774,1,,KOH,ASHLEY,,FOSTER CITY,CA
1760944680,1,,SAAND,AISHA,RASOOL,CLEVELAND,OH
1679035596,1,,GIANCHANDANI,PRIYANKA,,RICHARDSON,TX
1588126403,2,LEIF V LALONE,,,,COLDWATER,MI
1497217327,1,,AUGUSTUS,EUGENIA,,ORLANDO,FL
1306308234,1,,MANZA,EMILY,,WOODBRIDGE,VA
1215499140,1,,MONSEBAIS,ERIC,,TULSA,OK
1124580055,1,,TITCOMB,KRISTY,,HONOLULU,HI
1942762877,1,,OMER,DANA,MOHAMED RASHID,BARDONIA,NY
1679608152,1,,STROTMAN,DEBRA,,LOUISVILLE,KY
1437523313,1,,WEINGARTEN,NOAH,,CLEVELAND,OH
1437561412,1,,PEREZ,EVAN,DUSTIN,MCALLEN,TX
1518998855,2,ARNOT OGDEN MEDICAL CENTER,,,,ELMIRA,NY
1063528131,1,,GEWANT,TODD,MICHAEL,SANTA MONICA,CA
1447412093,1,,WALTON,TRICIA,PAIGE,MONROVIA,CA
1932419140,1,,CARLIN,LISA,JEANNETTE,CHARLOTTE,NC
1437658267,1,,VACCARO,SHEENA,MICHELLE,WEST COLUMBIA,SC
1073892972,1,,LEVINE,JASON,C,SYLVANIA,OH
1326079666,2,ARNOT OGDEN MEDICAL CENTER,,,,ELMIRA,NY
1366457327,2,WALGREEN CO,,,,DANVILLE,IL
1013304252,1,,MCKNIGHT,DIANE,,WILMINGTON,NC
1861976060,2,"CCH VENTURES, LLC",,,,BIRMINGHAM,AL
1881021210,1,,MAHONEY-BEAVER,JOLENE,,SAN FRANCISCO,CA
1689613747,1,,HUANG,JOHN,J,TARRYTOWN,NY
1992965156,1,,JAIN,VIKAS,,NAPERVILLE,IL
1619354867,1,,GUTIERREZ,DIANA,,PETALUMA,CA
1699775247,1,,BONFILI,MARILYN,JUDY,FAIRMONT,WV
1073920583,1,,NAVARRO,ALEJANDRA,,LAKEWOOD,CA
1881133924,1,,SIVOLAP,ROMAN,,EASTON,PA
1073035234,2,CAC- FLORIDA MEDICAL CENTERS LLC,,,,MIAMI,FL
1851853782,2,NEW SPRING WELLNESS CENTER LLC,,,,OSAGE BEACH,MO
1760944698,1,,SHANNON,STEPHANIE,JO,ROCHESTER,MN
1679035505,1,,ROCK,CALVIN,,SPOKANE,WA
1033671961,2,JIG INTERNATIONAL PLLC,,,,NAPERVILLE,IL
1588126411,1,,KANG,MIHWA,,CUPERTINO,CA
1396207221,2,UPSTATE AFFILIATE ORGANIZATION,,,,GREENVILLE,SC
1205398138,1,,WASHBURN,CYNTHIA,,PORTLAND,OR
1114489044,1,,CLARKSON-DURING,ABIGAIL,,BURR RIDGE,IL
1023570959,2,PURPOSE DRIVEN THERAPY LLC,,,,STOW,OH
1932661865,1,,TAYLOR,OLIVIA,,BIRMINGHAM,AL
1841752771,1,,NORRIS,TARA,ANN,ELKO,NV
1750843686,1,,HAYWARD,EMILY,,KALAMAZOO,MI
1669934592,1,,MELTZER,MALKA,,EATONTOWN,NJ
1578025409,1,,ZILM,EVE,,MOUNTAIN VIEW,CA
1487116315,1,,LLORENTE,KAYSEY,,ALBUQUERQUE,NM
1295297125,1,,SPIVAK,TALYA,SHIRA,MADISON,WI
1295765675,1,,AMBROSIO,PATRICK,M,TARRYTOWN,NY
1104388032,1,,MCCARTHY,JUSTIN,,EAST FREETOWN,MA
1013479948,1,,MADRIGAL,CHRISTIAN,,MOUNTAIN VIEW,CA
1285055582,1,,REICHLING,JACQUES,J.,PITTSFIELD,MA
1265580286,2,ARNOT OGDEN MEDICAL CENTER,,,,ELMIRA,NY
1033452867,1,,CHEN,YAXI,,ASTORIA,NY
1811139298,1,,SCHWARTZ,LINDA,LEE,CHARLOTTESVILLE,VA
1710447685,2,THE COUNSELING EXCHANGE,,,,RENO,NV
1225312309,1,,MICHELSEN,JAN,K,JACKSONVILLE,FL
1083712418,1,,CONNELLY,CAROLYN,SCHROEDER,TAMPA,FL
1093700676,1,,BERTRAND,DAVID,SCOTT,MOREHEAD CITY,NC
1740233121,1,,GAUHAROU,ERIK,SHAWN,SCOTTSDALE,AZ
1669782330,1,,LOPEZ,RENEE,LYNN,SUGAR LAND,TX
1285789933,1,,GILBERT,JACKIE,ANN-MUMMERT,MARQUETTE,MI
1154341782,1,,WALLACE,RHONDA,L,FLORENCE,SC
1093247538,1,,IGWE,KARACHI,CHIMANDU,HARLINGEN,TX
1063814846,1,,RYNECKI,HEATHER,,CHAMBERSBURG,PA
1629549753,1,,HOLZINGER,TINA MARIE,,ORANGE,CA
1407036254,1,,ALLEN,SETH,R,SPRINGFIELD,MO
1598710899,1,,BOUGH,IRVIN,D,TARRYTOWN,NY
1831484674,1,,RIVERA,TERESA,,LOS ANGELES,CA
1720089139,1,,GOKULA,RADHA RAMANA,MURTHY,TOLEDO,OH
1922560853,1,,YOUSIF,RAMI,,WEST BLOOMFIELD,MI
1831651769,1,,ARNOLD,JEREMIAH,,CHATTANOOGA,TN
1740742675,1,,SHAH,NIRALI,,CUPERTINO,CA
1568924496,1,,GRIJALVA,VALERIA,,STAMFORD,CT
1477015303,1,,SHUSTERMAN,SARA,LAUREN,BOSTON,MA
1386106219,1,,LESNIAK,CHRISTOPHER,MICHAEL,NEPTUNE,NJ
1194287029,1,,PALLADINO,STEVEN,PATRICK,BIRMINGHAM,AL
1003378936,1,,BEASON,MELISSA,NICOLE,WOODLAND HILLS,CA
1912469842,1,,HASAN,SHEMONTI,RABEYA,SCOTTSDALE,AZ
1821550757,1,,INOCCO,KIMBERLY,,NEPTUNE,NJ
1659363851,1,,RICHMAN,MARTIN,B,OXFORD,FL
1891765459,1,,HERNANDEZ,ALFRED,D.,SARASOTA,FL
1881009215,1,,ABDULAZIZ,MOHAMMED,,FLUSHING,NY
1831662360,1,,AHMADI,SAHRA,,MACON,GA
1558787051,1,,SCHNEIDMILLER,KATHERINE,,PORTLAND,OR
1467994871,1,,GILSON,LYNDSAY,,NEEDHAM,MA
1730641663,1,,ZIMA,LAURA,ANN,HOUSTON,TX
1649732579,1,,JIVRAJ,ANISHA,,SAN FRANCISCO,CA
1558823484,1,,SANCHEZ AGUILAR,OSCAR,,BRONX,NY
1093720062,2,WALGREEN CO,,,,DANVILLE,IL
1467914390,1,,ROBERTSON,BRITTNEY,,FRESNO,CA
1376005207,1,,MALHOTRA,ARUN,,BROOKSVILLE,FL
1770579161,1,,VESTAL,JAMES,C,ARLINGTON,TX
1215499132,1,,WINTON,BRITTNEY,,ELMIRA,NY
1457394934,1,,REIDY,JAMES,E,MISHAWAKA,IN
1265735757,1,,LEBLANC,JILL,ELIZABETH,NEW ORLEANS,LA
1184961856,1,,PREJEAN,BEVERLY,ANN,HOUSTON,TX
1871850289,1,,SCHILLING,BETHANY,BRIDGET,BLACK RIVER FALLS,WI
1831507458,2,ESPIGA HEALTH,,,,MIAMI,FL
1649219320,1,,EISENBERG,LEE,D,TARRYTOWN,NY
1659833580,1,,DICORATO,CHRISTINA,,SYRACUSE,NY
1285196113,1,,JENKINS,KALAN,,TEMPLE,TX
1093277923,1,,COHENOUR,TINA,L,GILBERT,WV
1902368830,1,,BUGGEE,ROY,,VIRGINIA,IL
1811459746,1,,HANNA,ARSANY,,LAWRENCEVILLE,GA
1720540651,1,,DORSEY,COREY,W,MEADVILLE,PA
1639631567,1,,DEBELLIS,ALYSSA,N,LOS ANGELES,CA
1548722473,1,,ASHE,ERIKA,,CINCINNATI,OH
1457813388,1,,DALAL,SHANA,SCHREIBER,WYNNEWOOD,PA
1366904294,1,,ALLEN,KRISTEN,AMBER,MONROE,LA
1275095101,1,,LONG,TYSON,BENJAMIN,TWIN FALLS,ID
1184186017,1,,BABALOLA,OPEYEMI,ABIODUN,CHICAGO,IL
1801358734,1,,WILLIAMS,DIONNE,,CHICAGO,IL
1710449640,1,,PARAMO,LIDUVINA,,SALINAS,CA
1902079940,2,"LAKE FOREST HEARING PROFESSIONALS, LLC",,,,LAKE FOREST,IL
1629530555,1,,SMITH,HARVEY,ABRAHAM,HALIFAX,VA
1538621461,1,,FROULA,KELSEY,ANN,BIRMINGHAM,AL
1760953509,1,,MARTINEZ,JOE,ALFRED,SAN ANTONIO,TX
1639537525,2,"WELLMONT MEDICAL ASSOCIATES, INC.",,,,KINGSPORT,TN
1881037091,1,,BYNUM,JENNIFER,PORTER,ATLANTA,GA
1104127406,1,,WONG,WENDY,TAKWOON,CENTRALIA,WA
1164729984,1,,AKIN,BETTY,MALISA,LUBBOCK,TX
1487752481,2,"SALVATORE GUERRIERO DMD, PC",,,,NASHUA,NH
1144770934,2,"WELLMONT MEDICAL ASSOCIATES, INC.",,,,KINGSPORT,TN
1174002893,1,,MENISSY,KATRINA,N,RICHMOND,TX
1871809160,1,,MORANCY,JENNIFER,,CHESTER,NY
1548584964,1,,ZETTERBERG,PATRICIA,SULLIVAN,KNOXVILLE,TN
1760877880,1,,GROSS,JOSHUA,ADAM,TAMPA,FL
1689975047,1,,MARTINEZ,MONA,,RENO,NV
1447712377,1,,ROQUE,SANDRA,,FRESNO,CA
1285187815,1,,RIVERO,LOYDA,,HIALEAH,FL
1164461877,1,,GOLD,STEVEN,M,TARRYTOWN,NY
1548246135,1,,NEAL,JAMES,D,MURRIETA,CA
1104153105,1,,ELKON,JACOB,MATT,ARLINGTON,VA
1235679184,1,,BOSTWICK,MAKEDA,,GIRARD,PA
1972020519,1,,ACHIRI,DOREEN,NEG,RIVERDALE,MD
1396843066,2,"RESOURCE HEALTH CARE, INC.",,,,HOUSTON,TX
1154892503,1,,CULLITON,CATHERINE,ANN,WHITE PLAINS,NY
1255891362,1,,DEJEAN,SERGENE,,COOPER CITY,FL
1396987228,1,,QUESNELL,LAUREN,TONEY,FEDERAL WAY,WA
1265994198,1,,STOKES,LORI,,COLUMBIA CITY,IN
1174085005,1,,BHAN,NEEL,,KATY,TX
1083176911,1,,NOBBE,KALEIGH,,NEWPORT NEWS,VA
1891257721,1,,RAY,ERICA,,SAINT LOUIS,MO
1700348638,1,,LOPEZ,ALEJANDRO,EFRAIN,SAN ANTONIO,TX
1619439544,2,"SHANDS HOME CARE, LLC",,,,PORTSMOUTH,VA
1528520459,1,,MATTHEWS,MARY,,HOLLAND,MI
1437611365,1,,JACOBI,BRANDON,,BEDFORD,NY
1346702271,1,,ALBAN,CHELSEA,,WEST ORANGE,NJ
1255893186,2,COLLEGE VIEW HARMONY HEALTH CENTER LLC,,,,LINCOLN,NE
1164984092,1,,SHIDIE,SWAUHESHIA,,LAS VEGAS,NV
1073075909,2,"GEISINGER-HM JOINT VENTURE, LLC",,,,DANVILLE,PA
1619487519,1,,SCHULTZ,BERNADETTE,H,BISMARCK,ND
1417422304,2,CAREBRIDGE HOME HEALTH OF FLRORIDA,,,,OAKLAND PARK,FL
1972911089,1,,SALIMI,QASIM,,RINGOES,NJ
1356576268,1,,CAUSEY,AMY,NICOLE,BAXLEY,GA
1891788428,1,,LOVE,MIKEAL,ROBERT,WEST LAKE HILLS,TX
1235386137,1,,CORRY,STERLING,EDWARD,TALLAHASSEE,FL
1083143291,1,,GUSMAN,TRACEY,M,ANTIGO,WI
1982166815,1,,WILLIAMS,MARTHA,,LAS VEGAS,NV
1790247625,1,,HARMON,ARETHA,J,OAK PARK,MI
1336601269,1,,LESTER,SYDNEY,,MURFREESBORO,NC
1609338532,1,,DUTT,SHEFALI,NIKIL,ANAHEIM,CA
1518429448,1,,MOLAK,CLIFTON,,SAN ANTONIO,TX
1427510353,1,,SASKI,CATHY,,SOUTHFIELD,MI
1245792175,1,,KONDAPI,GOUTHAM,,DETROIT,MI
1013471242,1,,SNYDER,ABAGAEL,MARIE,MINNEAPOLIS,MN
1710472618,1,,COLBURN,JAMES,,CINCINNATI,OH
1336696673,1,,CHAVEZ,MONICA,ANITA,RICHMOND,CA
1396784922,1,,D'ANTON,MICHAEL,ANGELO,TARRYTOWN,NY
1962479576,1,,COHEN,JILL,B,PAOLI,PA
1184183592,1,,DELIBASHI,JERA,,ROCHESTER,NY
1932319878,1,,SLOAN,DEVIN,JOSHUA,PHOENIX,AZ
1972835957,2,IRA DAVENPORT MEMORIAL HOSPITAL,,,,BATH,NY
1194931790,1,,LASSEN,SONIA,N,STROUDSBURG,PA
1417929548,1,,SLOSAR,PAUL,JOSEPH,DALY CITY,CA
1629582374,2,"GENOA HEALTHCARE, LLC",,,,MINNEAPOLIS,MN
1871630814,1,,TANAKA,MIHO,JEAN,BOSTON,MA
1548232903,1,,GOLDTHWAITE,NOEL,D,DALY CITY,CA
1639631641,1,,KALASH,RAMI,,AKRON,OH
1154883080,1,,MOH,WENDY,,NEW YORK,NY
1063974996,1,,GOLUB,IVAN,,BROOKLYN,NY
1972065803,1,,AZAR,BARDIA,,TARZANA,CA
1881156719,1,,PRENDERGAST,GREGORY,JOHN,DURHAM,NC
1699237529,1,,TRAN,GIANG,,BRAINTREE,MA
1508328436,1,,CONNOLLY,CAROLINE,,SUDBURY,VT
1417419342,1,,KESTY,CHELSEA,,NEPTUNE,NJ
1326500257,1,,ZAHID,SUNDAS,,WASHINGTON,DC
1235691163,1,,TOWERS,SARAH,,INDIANAPOLIS,IN
1144782079,1,,COOK,SAMUEL,GEORGE,DAYTON,OH
1053873984,1,,CAVALCANTI,STEFANIE,,HOUSTON,TX
1962964890,1,,GUILLEN,TANYA,,SALINAS,CA
1871055707,1,,NGUYEN,SHANNON,,BIRMINGHAM,AL
1780146613,1,,VIRGILIO,MELISSA,LYNN,NORTH TONAWANDA,NY
1598227423,1,,JUSTICE,HANNAH,,FORNEY,TX
1407318330,1,,SISNEROS,FALESHIA,ROSE,LOS ANGELES,CA
1316409246,1,,KWON,OHMIN,,GARDENA,CA
1992267827,2,DIAGNOSTIC PATHOLOGY CONSULTANT PLLC,,,,LEWISTON,ME
1225590151,1,,COHEN,RYAN,SCOTT,TOLEDO,OH
1134681067,2,BAY IMAGING CONSULTANTS MEDICAL GROUP INC,,,,WALNUT CREEK,CA
1043772973,1,,LOMELI,JESSICA,,LONG BEACH,CA
1952863888,1,,RABANG,JOSHUA,,SOUTH SAN FRANCISCO,CA
1861954794,1,,HATRICK,ERICA,LYNN,MILFORD,CT
1770045601,2,"ANAND JETHANI DDS, INC.",,,,BERKELEY,CA
1689136517,1,,MORRIS,KYLE,,ROCHESTER,NY
1174524763,1,,ROBERTSON,JEAN,L,COLUMBUS,OH
1477875243,2,RENAL LIFE LINK INC,,,,BRENTWOOD,TN
1194797357,1,,REYNOLDS,JAMES,B,DALY CITY,CA
1497122899,1,,ROBINSON,CARLY,H,RICHMOND,VA
1538160262,1,,OLALERE,ADEWALE,,JOHNSTOWN,PA
1154729416,1,,SUMMERSON,THOMAS,,NORTHERN CAMBRIA,PA
1396122248,1,,LOWE,KETURAH,L,WASHINGTON,DC
1922026392,1,,LEDET,LYDIA,D,ABITA SPRINGS,LA
1023245263,1,,WILSON,EMILY,ELAINE,ASHLAND,OR
1710065230,1,,BERRY,BRUCE,BART,WAUKESHA,WI
