"provider_id","hospital_name","address","city","state","zip_code","county_name","phone_number","measure_id","measure_name","compared_to_national","denominator","score","lower_estimate","higher_estimate","footnote","measure_start_date","measure_end_date"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","No Different Than the National Rate","589","2.6","1.8","3.8",,"2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","MORT_30_AMI","Death rate for heart attack patients","No Different Than the National Rate","303","12.2","9.9","15.0",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","MORT_30_CABG","Death rate for CABG surgery patients","No Different Than the National Rate","110","4.7","2.6","8.4",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","204","10.6","8.1","13.5",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","MORT_30_HF","Death rate for heart failure patients","No Different Than the National Rate","487","11.6","9.4","14.2",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","MORT_30_PN","Death rate for pneumonia patients","Worse Than the National Rate","240","20.6","17.2","24.4",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","280","13.9","11.0","17.3",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","1682","1.24","0.11","2.37",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","No Different Than the National Rate","1352","7.78","3.18","12.38",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","3232","3.97","2.18","5.77",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","PSI_13_POST_SEPSIS","Blood stream infection after surgery","No Different Than the National Rate","1633","3.74","0.83","6.65",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","374","1.12","0.12","2.11",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","1307","0.92","0","2.03",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","6078","0.31","0","0.73",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","No Different Than the National Rate","143","194.34","155.7","232.98",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","9201","0.21","0.02","0.41",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","7897","0.11","0.03","0.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","0.88","0.63","1.13",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","(334) 288-2100","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","3066","2.51","1.35","3.68",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","No Different Than the National Rate","305","2.9","1.9","4.5",,"2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","MORT_30_AMI","Death rate for heart attack patients","No Different Than the National Rate","271","14.5","11.9","17.3",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","MORT_30_CABG","Death rate for CABG surgery patients","No Different Than the National Rate","193","3.7","2.3","5.9",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","297","10","7.8","12.7",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","MORT_30_HF","Death rate for heart failure patients","No Different Than the National Rate","436","12.6","10.2","15.3",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","MORT_30_PN","Death rate for pneumonia patients","No Different Than the National Rate","484","16.7","14.1","19.4",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","225","12.4","9.7","15.5",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","1139","0.91","0","2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","No Different Than the National Rate","891","10.27","5.46","15.08",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","2438","2.58","0.65","4.51",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","PSI_13_POST_SEPSIS","Blood stream infection after surgery","No Different Than the National Rate","1114","6.15","3.31","8.99",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","454","1.13","0.13","2.14",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","1460","1.35","0.28","2.43",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","6243","0.50","0.04","0.95",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","Worse Than the National Rate","123","211.97","170.22","253.73",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","7878","0.27","0.07","0.47",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","7131","0.11","0.03","0.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","1.05","0.79","1.31",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","(334) 293-8000","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","2175","2.85","1.64","4.06",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","No Different Than the National Rate","700","3.4","2.5","4.7",,"2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","MORT_30_AMI","Death rate for heart attack patients","No Different Than the National Rate","257","15.5","12.6","18.9",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","MORT_30_CABG","Death rate for CABG surgery patients","No Different Than the National Rate","113","4.3","2.3","7.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","392","8.7","6.5","11.3",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","MORT_30_HF","Death rate for heart failure patients","No Different Than the National Rate","665","13","10.9","15.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","MORT_30_PN","Death rate for pneumonia patients","No Different Than the National Rate","544","17.5","14.8","20.7",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","309","15.4","12.5","18.8",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","1414","0.95","0","2.06",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","No Different Than the National Rate","1127","7.18","2.26","12.11",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","2987","2.58","0.74","4.42",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","PSI_13_POST_SEPSIS","Blood stream infection after surgery","No Different Than the National Rate","1359","5.04","2.14","7.94",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","501","0.82","0","1.81",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","1591","0.87","0","1.94",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","8078","0.15","0","0.57",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","No Different Than the National Rate","110","175.85","135.64","216.06",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","9741","0.26","0.07","0.46",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","8709","0.11","0.02","0.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","0.80","0.54","1.05",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","(334) 749-3411","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","2737","2.35","1.15","3.55",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","No Different Than the National Rate","245","2.7","1.7","4.3",,"2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","MORT_30_AMI","Death rate for heart attack patients","No Different Than the National Rate","325","13","10.6","15.7",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","MORT_30_CABG","Death rate for CABG surgery patients","No Different Than the National Rate","260","2.2","1.3","3.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","250","6.9","5.1","9.3",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","MORT_30_HF","Death rate for heart failure patients","Better Than the National Rate","693","8.5","6.8","10.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","MORT_30_PN","Death rate for pneumonia patients","Better Than the National Rate","612","11.4","9.6","13.8",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","502","15.3","12.8","18.1",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","5118","1.39","0.75","2.04",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","No Different Than the National Rate","3426","8.66","6.23","11.1",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","Worse Than the National Rate","9073","5.00","3.93","6.08",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","PSI_13_POST_SEPSIS","Blood stream infection after surgery","Worse Than the National Rate","5000","6.72","5.23","8.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","2362","0.89","0.09","1.68",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","5625","1.28","0.57","1.98",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","PSI_3_ULCER","Pressure sores","Worse Than the National Rate","19343","2.73","2.48","2.98",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","No Different Than the National Rate","643","178.14","156.53","199.76",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","21525","0.20","0.04","0.36",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","18920","0.08","0","0.16",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","PSI_90_SAFETY","Serious complications","Worse Than the National Value","Not Available","1.73","1.59","1.87",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","(205) 934-4011","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","7900","2.43","1.69","3.17",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541","MORT_30_AMI","Death rate for heart attack patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541","MORT_30_CABG","Death rate for CABG surgery patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","70","7","4.8","10.1",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541","MORT_30_HF","Death rate for heart failure patients","No Different Than the National Rate","73","8.9","6.2","12.7",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541","MORT_30_PN","Death rate for pneumonia patients","No Different Than the National Rate","79","14.7","10.9","19.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","33","12.6","9.0","17.4",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","40","3.75","0.76","6.74",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541","PSI_13_POST_SEPSIS","Blood stream infection after surgery","Not Available","Not Available","Not Available","Not Available","Not Available","7","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","(334) 283-6541","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","28","0.95","0","2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
